et,lvl,gg,nn,nn_c1,nn_p2,nn_p1p,nn_c2p,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2p,trs,trs_c2p,trs0.y1,trs0.y3,trs0.y5,trs0.y10,trs0.yInf,trs0.NA,srs,srs_c2p,srs0.g1,srs0.g2,srs0.g3,srs0.g4,srs0.g5,srs0.g6,srs0.p1,srs0.p2,srs0.pp,srs0.px,srs0.NA,etl0.cc,etl0.fo,etl0.so,etl0.lm,etl0.na,cpl_ok.n,cpl0.n.a,cpl0.n.d,cpl0.n.e,cpl0.n.i,cpl0.n.n,cpl0.n.o,cpl0.n.q,cpl0.n.r,cpl0.n.s,cpl0.n.t,cpl0.n.x,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,cpl0.e.a,cpl0.e.d,cpl0.e.e,cpl0.e.i,cpl0.e.n,cpl0.e.o,cpl0.e.q,cpl0.e.r,cpl0.e.s,cpl0.e.t,cpl0.e.x,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.d,cpl0.e,cpl0.i,cpl0.n,cpl0.o,cpl0.q,cpl0.r,cpl0.s,cpl0.t,cpl0.x,dir0.p,dir0.n,dir0.u,dir0.x,dir_d,ect_s,iid
b,chr,B3 | Functions underlying key ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,X,e.02.7,n,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,n,X,e.02.7
b,chr,"C1 | Landscape naturalness, subgrid natural features",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B2,e.02.8,p,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,p,B2,e.02.8
c,all,all,37,12,25,24,7,2,12,25,0,19,3,15,0,1907,2000,1,1,23,0,10,2,2,0,g2,g3,0,1,2,0,0,0,7,25,0,2,0,10,19,5,2,1,24,1,2,1,0,0,4,1,1,0,1,2,"B1a, B1b, B2, B3","BirdLife Norge, Ldir, MDir, MDir/NIBIO, Mdir, Mdir/NINA, NASA, NIBIO, NINA, NTNU, Statens kartverk/NIBIO","fj.01, fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.12, nb.13, nb.16, nb.19, sk.01, sk.02, sk.03, sk.04, sk.10, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.11, vs.16, vs.17, vs.18, vs.28, vs.29, vs.30, vs.37, vs.38, vs.41, vs.41b, vs.41c, vs.41d, vs.45, vs.47, vs.48, vs.50, vs.64, vs.71, vs.72, vs.74",x,2,15,11,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,"B1b, B2, B3, X","!e.03.1, !e.03.2, e.03.3, e.03.4, e.03.5, e.03.6, e.03.7, e.03.8, e.c7",x,54,29,1,2,1,0,0,4,1,1,0,1,2,30,7,17,0,p,"B1a, B1b, B2, B3, X","!e.03.1, !e.03.2, e.03.3, e.03.4, e.03.5, e.03.6, e.03.7, e.03.8, e.c7, fj.01, fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.12, nb.13, nb.16, nb.19, sk.01, sk.02, sk.03, sk.04, sk.10, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.11, vs.16, vs.17, vs.18, vs.28, vs.29, vs.30, vs.37, vs.38, vs.41, vs.41b, vs.41c, vs.41d, vs.45, vs.47, vs.48, vs.50, vs.64, vs.71, vs.72, vs.74"
c,cls,A1,2,2,2,1,1,2,0,2,0,0,1,1,0,2019,2019,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,"fj.15, sk.03, vs.30",x,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"B3, X","e.03.3, e.03.4",n,6,1,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,n,"B1a, B3, X","e.03.3, e.03.4, fj.15, sk.03, vs.30"
c,cls,A2,5,3,3,4,2,2,2,3,0,1,0,4,0,2019,2019,1,1,5,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NIBIO, NINA","fj.13, nb.12, nb.13, sk.02, vs.03, vs.41, vs.41b",u,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,!e.03.1,p,7,6,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,p,B1a,"!e.03.1, fj.13, nb.12, nb.13, sk.02, vs.03, vs.41, vs.41b"
c,cls,ABC,1,0,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
c,cls,B1a,11,0,7,9,0,2,4,7,0,9,0,2,0,1990,0,1,0,8,0,3,0,0,0,p1,NA,0,0,0,0,0,0,2,7,0,2,0,9,2,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,"B1b, B2, B3","BirdLife Norge, MDir, Mdir, NIBIO, NINA","fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, sk.10, vs.18, vs.29, vs.48",p,1,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,B1b,"!e.03.2, e.03.5",p,15,9,0,0,0,0,0,2,4,0,0,0,0,13,0,2,0,p,"B1b, B2, B3","!e.03.2, e.03.5, fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, sk.10, vs.18, vs.29, vs.48"
c,cls,B1b,4,0,4,2,0,2,0,4,0,4,0,0,0,2009,0,1,0,2,0,2,0,0,0,p2,NA,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,"B2, B3",NINA,"vs.16, vs.17, vs.37, vs.38, vs.47, vs.50",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,p,"B2, B3","vs.16, vs.17, vs.37, vs.38, vs.47, vs.50"
c,cls,B2,3,2,2,1,1,2,1,2,0,0,1,2,0,2000,2000,1,1,2,0,0,0,1,0,g2,g3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,B3,"NASA, NINA","fj.01, sk.01, vs.05, vs.28",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,,B3,"fj.01, sk.01, vs.05, vs.28"
c,cls,B3,9,5,7,6,3,2,2,7,0,2,1,6,0,1907,2019,1,1,4,0,3,2,0,0,p1,p2,0,0,0,0,0,0,3,6,0,0,0,1,6,2,0,0,6,0,2,0,0,0,0,0,1,0,0,0,"B1a, B2","Ldir, MDir, Mdir/NINA, NIBIO, NINA, NTNU","fj.14, nb.16, nb.19, vs.04, vs.11, vs.41c, vs.41d, vs.45, vs.64, vs.71, vs.72, vs.74",u,0,4,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,,"e.03.6, e.03.7",x,13,6,0,4,0,0,0,0,0,3,0,0,0,4,1,8,0,p,"B1a, B2","e.03.6, e.03.7, fj.14, nb.16, nb.19, vs.04, vs.11, vs.41c, vs.41d, vs.45, vs.64, vs.71, vs.72, vs.74"
c,cls,C1,2,0,0,1,0,1,2,0,0,2,0,0,0,1988,0,5,0,0,0,1,0,1,0,p1,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,,"MDir/NIBIO, Statens kartverk/NIBIO","fj.10, fj.11, sk.13, vs.02",p,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,B2,"e.03.8, e.c7",p,5,4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,p,B2,"e.03.8, e.c7, fj.10, fj.11, sk.13, vs.02"
c,chr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B2,e.c7,p,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B2,e.c7
c,chr,A1 | Mean temperature,1,1,1,0,0,2,0,1,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
c,chr,A1 | Soil physical quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"B3, X","e.03.3, e.03.4",n,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,n,"B3, X","e.03.3, e.03.4"
c,chr,A1 | Water physical availability/permanence,1,1,1,1,1,2,0,1,0,0,0,1,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"sk.03, vs.30"
c,chr,A2 | Soil chemical quality,3,3,3,2,2,2,0,3,0,0,0,3,0,2019,2019,1,1,3,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,B1a,"fj.13, sk.02, vs.03, vs.41, vs.41b"
c,chr,A2 | Soil organic carbon,2,0,0,2,0,1,2,0,0,1,0,1,0,2024,0,1,0,2,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,NIBIO,"nb.12, nb.13",x,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,!e.03.1,p,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,p,,"!e.03.1, nb.12, nb.13"
c,chr,ABC | Overall ecological status,1,0,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
c,chr,B1a B1b | Birds abundance & diversity,4,0,2,4,0,2,2,2,0,4,0,0,0,2010,0,1,0,3,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,B1b,"BirdLife Norge, MDir, Mdir, NIBIO, NINA","fj.04, fj.05, fj.08, vs.18",p,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,B1b,!e.03.2,p,6,4,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,p,B1b,"!e.03.2, fj.04, fj.05, fj.08, vs.18"
c,chr,B1a B1b | Insect abundance & diversity,5,0,5,3,0,2,0,5,0,5,0,0,0,2009,0,1,0,2,0,3,0,0,0,p2,NA,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,"B2, B3",NINA,"vs.16, vs.17, vs.37, vs.38, vs.47, vs.48, vs.50",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,B1b,e.03.5,p,7,3,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,p,"B1b, B2, B3","e.03.5, vs.16, vs.17, vs.37, vs.38, vs.47, vs.48, vs.50"
c,chr,B1a | Invasive species abundance,1,0,1,1,0,2,0,1,0,1,0,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.09, sk.04, vs.29"
c,chr,B1a | Mammals abundance,5,0,3,3,0,2,2,3,0,3,0,2,0,1990,0,1,0,4,0,1,0,0,0,p1,NA,0,0,0,0,0,0,2,2,0,1,0,5,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,B3,"MDir, NINA","fj.02, fj.03, fj.06, fj.07, sk.10",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,3,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,p,B3,"fj.02, fj.03, fj.06, fj.07, sk.10"
c,chr,B2 | Total vegetation cover & productivity,2,2,1,1,1,2,1,1,0,0,0,2,0,2000,2000,1,1,2,0,0,0,0,0,g3,g3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B3,NASA,"fj.01, sk.01",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,B3,"fj.01, sk.01"
c,chr,B2 | Tree & shrub layer cover,1,0,1,0,0,2,0,1,0,0,1,0,0,2010,0,Inf,0,0,0,0,0,1,0,g2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NINA,"vs.05, vs.28",n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,"vs.05, vs.28"
c,chr,B3 | Ecosystem age,1,1,1,0,0,2,0,1,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B1a,MDir,"fj.14, vs.04",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.14, vs.04"
c,chr,B3 | Ecosystem productivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,e.03.7,u,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,u,,e.03.7
c,chr,B3 | Farming intensity,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Ldir,nb.19,p,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,e.03.6,p,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,p,,"e.03.6, nb.19"
c,chr,B3 | Functions underlying key ES,1,0,1,1,0,2,0,1,0,1,0,0,0,2020,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIBIO, NINA","vs.45, vs.72",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1a,"vs.45, vs.72"
c,chr,B3 | Grazing intensity,1,1,1,1,1,2,0,1,0,0,0,1,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,vs.41c,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,vs.41c
c,chr,B3 | Soil disturbance,2,2,2,2,2,2,0,2,0,0,1,1,0,2019,2019,1,1,1,0,1,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,"vs.41d, vs.64",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,B1a,"vs.41d, vs.64"
c,chr,B3 | Trophic balance,3,1,2,2,0,2,1,2,0,0,0,3,0,1907,0,5,0,0,0,1,2,0,0,p1,NA,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,"B1a, B2","Mdir/NINA, NTNU","nb.16, vs.11, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,,"B1a, B2","nb.16, vs.11, vs.71, vs.74"
c,chr,C1 | Connectivity & fragmentation of ETs,1,0,0,0,0,1,1,0,0,1,0,0,0,2021,0,Inf,0,0,0,0,0,1,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,Statens kartverk/NIBIO,"fj.11, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,p,,"fj.11, vs.02"
c,chr,"C1 | Landscape naturalness, subgrid natural features",1,0,0,1,0,1,1,0,0,1,0,0,0,1988,0,5,0,0,0,1,0,0,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir/NIBIO,"fj.10, sk.13, vs.02",p,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B2,e.03.8,p,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,p,B2,"e.03.8, fj.10, sk.13, vs.02"
e,all,all,43,33,20,33,13,3,23,7,13,27,2,14,0,1907,1907,1,1,32,0,8,2,1,0,g3,g3,0,0,2,0,0,0,8,33,0,0,0,5,29,4,4,1,33,1,2,1,0,0,1,1,1,0,1,2,"B1a, B1b, B2, B3, C1","DSB, MDir, MDir/NIBIO, Mdir/NINA, NASA, NIBIO, NINA, NTNU, Statens kartverk/NIBIO","fj.01, fj.04, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.01, nb.02, nb.03, nb.04, nb.05, nb.06, nb.07, nb.08, nb.09, nb.10, nb.11, nb.12, nb.13, nb.14, nb.15, nb.16, nb.17, nb.18, sk.01, sk.02, sk.03, sk.04, sk.05, sk.06, sk.07, sk.08, sk.09, sk.10, sk.11, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.11, vs.29, vs.30, vs.41, vs.45, vs.47, vs.48, vs.50, vs.71, vs.72, vs.74",x,2,18,16,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,"B1, B2, B3","!e.04.1, !e.04.2, e.04.10, e.04.3, e.04.4, e.04.5, e.04.6, e.04.7, e.04.8, e.04.9",p,63,45,1,2,1,0,0,1,1,1,0,1,2,43,2,18,0,p,"B1, B1a, B1b, B2, B3, C1","!e.04.1, !e.04.2, e.04.10, e.04.3, e.04.4, e.04.5, e.04.6, e.04.7, e.04.8, e.04.9, fj.01, fj.04, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.01, nb.02, nb.03, nb.04, nb.05, nb.06, nb.07, nb.08, nb.09, nb.10, nb.11, nb.12, nb.13, nb.14, nb.15, nb.16, nb.17, nb.18, sk.01, sk.02, sk.03, sk.04, sk.05, sk.06, sk.07, sk.08, sk.09, sk.10, sk.11, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.11, vs.29, vs.30, vs.41, vs.45, vs.47, vs.48, vs.50, vs.71, vs.72, vs.74"
e,cls,A1,2,2,1,1,1,3,1,0,1,0,1,1,0,2019,2019,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,"fj.15, sk.03, vs.30",x,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.04.3,u,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,u,B1a,"e.04.3, fj.15, sk.03, vs.30"
e,cls,A2,4,4,1,3,1,3,3,0,1,1,0,3,0,2019,2019,1,1,4,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NIBIO, NINA","fj.13, nb.12, nb.13, sk.02, vs.03, vs.41",u,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.04.4,p,6,5,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,p,B1a,"e.04.4, fj.13, nb.12, nb.13, sk.02, vs.03, vs.41"
e,cls,ABC,1,1,1,0,0,3,0,0,1,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
e,cls,B1a,11,7,6,10,4,3,5,1,5,9,1,1,0,1990,1990,1,1,10,0,1,0,0,0,p1,p2,0,0,0,0,0,0,1,10,0,0,0,5,6,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,"B2, B3","MDir, Mdir/NINA, NIBIO, NINA","fj.04, fj.09, nb.09, nb.10, nb.17, nb.18, sk.04, sk.05, sk.06, sk.10, sk.11, vs.29, vs.48",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,e.04.10,p,13,10,0,0,0,0,0,1,2,0,0,0,0,11,1,1,0,p,"B2, B3","e.04.10, fj.04, fj.09, nb.09, nb.10, nb.17, nb.18, sk.04, sk.05, sk.06, sk.10, sk.11, vs.29, vs.48"
e,cls,B1b,2,0,2,2,0,2,0,2,0,2,0,0,0,2020,0,5,0,0,0,2,0,0,0,p2,NA,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B3,NINA,"vs.47, vs.50",p,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,e.04.5,p,4,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,p,B3,"e.04.5, vs.47, vs.50"
e,cls,B2,10,8,3,8,3,3,7,0,3,6,0,4,0,1990,2000,1,1,10,0,0,0,0,0,g3,g3,0,0,2,0,0,0,0,8,0,0,0,0,8,2,0,0,8,0,0,1,0,0,0,0,0,0,1,0,"B1a, B1b, B3, C1","NASA, NIBIO","fj.01, nb.01, nb.02, nb.03, nb.05, nb.07, nb.08, sk.01, sk.07, sk.08",x,2,4,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,B3,"!e.04.1, !e.04.2, e.04.6",p,16,12,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,p,"B1a, B1b, B3, C1","!e.04.1, !e.04.2, e.04.6, fj.01, nb.01, nb.02, nb.03, nb.05, nb.07, nb.08, sk.01, sk.07, sk.08"
e,cls,B3,9,7,4,6,3,3,5,3,1,4,0,5,0,1907,1907,1,1,5,0,2,2,0,0,p1,p1,0,0,0,0,0,0,3,6,0,0,0,0,7,2,0,0,6,0,2,0,0,0,0,0,1,0,0,0,"B1a, B1b, B2","DSB, MDir, Mdir/NINA, NIBIO, NINA, NTNU","fj.14, nb.04, nb.06, nb.11, nb.16, sk.09, vs.04, vs.11, vs.45, vs.71, vs.72, vs.74",x,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"B1, B2",e.04.9,p,11,6,0,2,0,0,0,0,2,1,0,0,0,6,0,5,0,p,"B1, B1a, B1b, B2","e.04.9, fj.14, nb.04, nb.06, nb.11, nb.16, sk.09, vs.04, vs.11, vs.45, vs.71, vs.72, vs.74"
e,cls,C1,4,4,2,3,1,3,2,1,1,4,0,0,0,1988,1988,1,5,1,0,2,0,1,0,p1,p1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,,"MDir/NIBIO, NIBIO, Statens kartverk/NIBIO","fj.10, fj.11, nb.14, nb.15, sk.13, vs.02",p,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,"e.04.7, e.04.8",p,8,7,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,p,,"e.04.7, e.04.8, fj.10, fj.11, nb.14, nb.15, sk.13, vs.02"
e,chr,A1 | Mean temperature,1,1,0,0,0,1,1,0,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
e,chr,A1 | Water physical availability/permanence,1,1,1,1,1,3,0,0,1,0,0,1,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.04.3,u,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,u,B1a,"e.04.3, sk.03, vs.30"
